Bosque,X,Y,Planta,Subplot_Plant_Label,Periodo,labelled_flowers,number_fruits,fruitset,Visits_tot,homo_motif,hete_motif,prob_consp_step,poll_richness,plant_richness,total_number_flowers,total_steps,unloyal_steps,total_sequences
Pinar Villamanrique Este (Chaparral),2,5,Cistus_crispus,2-5 Cistus_crispus,May,10,7,0.7,132,102,0,0.6983456960903262,5,2,27,34,NA,7
Pinar Villamanrique Este (Chaparral),2,6,Cistus_salviifolius,2-6 Cistus_salviifolius,April,10,9,0.9,8,4,4,0.9999999998999838,1,1,53,2,NA,1
Pinar Villamanrique Este (Chaparral),3,1,Cistus_crispus,3-1 Cistus_crispus,April,1,1,1,4,8,0,0.9275138195828253,1,2,43,1,NA,1
Pinar Villamanrique Este (Chaparral),3,1,Cistus_crispus,3-1 Cistus_crispus,May,1,1,1,8,0,0,0.59281225727085185,1,1,10,1,NA,1
Pinar Villamanrique Este (Chaparral),3,2,Cistus_salviifolius,3-2 Cistus_salviifolius,April,5,5,1,2,1,0,0.9999937036934855,1,2,23,1,NA,1
Pinar Villamanrique Este (Chaparral),3,7,Cistus_salviifolius,3-7 Cistus_salviifolius,April,5,4,0.8,5,10,0,0.999972855308423,1,1,10,1,NA,1
Pinar Villamanrique Este (Chaparral),3,8,Cistus_salviifolius,3-8 Cistus_salviifolius,April,10,4,0.4,2,1,0,0.9999999999536947,1,1,70,2,NA,1
Pinar Villamanrique Este (Chaparral),3,9,Cistus_ladanifer,3-9 Cistus_ladanifer,March,10,3,0.3,60,25,0,0.7997290020348545,2,1,16,11,NA,3
Pinar Villamanrique Este (Chaparral),3,10,Cistus_salviifolius,3-10 Cistus_salviifolius,April,5,5,1,4,1,1,0.9999999999153301,1,2,89,3,NA,1
Pinar Villamanrique Este (Chaparral),4,2,Cistus_salviifolius,4-2 Cistus_salviifolius,April,15,13,0.8666666666666667,NA,NA,NA,0.9999994988589779,NA,2,26,NA,NA,NA
Pinar Villamanrique Este (Chaparral),4,5,Cistus_crispus,4-5 Cistus_crispus,April,1,1,1,NA,NA,NA,0.1802939365442617,NA,3,14,NA,NA,NA
Pinar Villamanrique Este (Chaparral),4,5,Cistus_ladanifer,4-5 Cistus_ladanifer,March,5,5,1,NA,NA,NA,0.6284056316866549,NA,2,7,NA,NA,NA
Pinar Villamanrique Este (Chaparral),4,5,Cistus_ladanifer,4-5 Cistus_ladanifer,April,2,1,0.5,NA,NA,NA,0.8180851046440796,NA,3,14,NA,NA,NA
Pinar Villamanrique Este (Chaparral),4,7,Cistus_crispus,4-7 Cistus_crispus,April,5,5,1,8,0,8,0.5090384453742144,1,1,6,2,1,1
Pinar Villamanrique Este (Chaparral),4,7,Cistus_crispus,4-7 Cistus_crispus,May,5,3,0.6,3,9,0,0.4835829115889357,1,1,5,1,NA,1
Pinar Villamanrique Este (Chaparral),4,9,Cistus_salviifolius,4-9 Cistus_salviifolius,April,5,4,0.8,3,2,0,0.9999999978369729,1,1,48,2,NA,1
Pinar Villamanrique Este (Chaparral),4,10,Cistus_ladanifer,4-10 Cistus_ladanifer,March,4,2,0.5,25,15,0,0.6909731109891465,1,2,376,5,NA,1
Pinar Villamanrique Este (Chaparral),5,1,Cistus_ladanifer,5-1 Cistus_ladanifer,April,2,1,0.5,NA,NA,NA,0.818082783437131,NA,2,3,NA,NA,NA
Pinar Villamanrique Este (Chaparral),5,2,Cistus_ladanifer,5-2 Cistus_ladanifer,April,1,1,1,NA,NA,NA,0.8150718672827643,NA,1,1,NA,NA,NA
Pinar Villamanrique Este (Chaparral),5,4,Cistus_crispus,5-4 Cistus_crispus,April,6,4,0.6666666666666666,223,118,16,0.8540266876148774,5,2,35,51,2,10
Pinar Villamanrique Este (Chaparral),5,4,Cistus_crispus,5-4 Cistus_crispus,May,10,9,0.9,136,108,0,0.9659094750054509,7,1,30,39,NA,9
Pinar Villamanrique Este (Chaparral),5,4,Cistus_salviifolius,5-4 Cistus_salviifolius,April,5,5,1,NA,NA,NA,0.999975729252025,NA,2,35,NA,NA,NA
Pinar Villamanrique Este (Chaparral),5,5,Cistus_crispus,5-5 Cistus_crispus,April,5,3,0.6,12,24,0,0.40364632904881,2,2,12,3,NA,2
Pinar Villamanrique Este (Chaparral),5,5,Cistus_crispus,5-5 Cistus_crispus,May,6,2,0.3333333333333333,177,44,0,0.89429592940596,3,1,22,45,NA,5
Pinar Villamanrique Este (Chaparral),5,6,Cistus_salviifolius,5-6 Cistus_salviifolius,April,5,5,1,18,15,12,0.9999999675898831,3,1,38,3,NA,3
Pinar Villamanrique Este (Chaparral),5,9,Cistus_salviifolius,5-9 Cistus_salviifolius,April,5,3,0.6,10,15,0,0.9999969760314834,1,1,28,2,NA,1
Pinar Villamanrique Este (Chaparral),5,10,Cistus_ladanifer,5-10 Cistus_ladanifer,March,10,3,0.3,85,45,15,0.8546380724660582,4,1,32,13,NA,4
Pinar Villamanrique Este (Chaparral),6,1,Cistus_crispus,6-1 Cistus_crispus,April,1,0,0,25,38,0,0.4946752084225121,2,1,3,5,NA,4
Pinar Villamanrique Este (Chaparral),6,4,Cistus_crispus,6-4 Cistus_crispus,April,8,6,0.75,436,98,12,0.8360903964866553,4,2,33,102,NA,10
Pinar Villamanrique Este (Chaparral),6,4,Cistus_crispus,6-4 Cistus_crispus,May,10,7,0.7,147,77,0,0.9227956117896122,5,1,25,45,NA,6
Pinar Villamanrique Este (Chaparral),6,5,Cistus_crispus,6-5 Cistus_crispus,April,1,1,1,30,56,4,0.2421162237200711,4,3,19,7,NA,6
Pinar Villamanrique Este (Chaparral),6,5,Cistus_ladanifer,6-5 Cistus_ladanifer,April,1,1,1,NA,NA,NA,0.8180858095803892,NA,3,19,NA,NA,NA
Pinar Villamanrique Este (Chaparral),6,6,Cistus_crispus,6-6 Cistus_crispus,April,1,0,0,NA,NA,NA,0.9995110909958351,NA,2,104,NA,NA,NA
Pinar Villamanrique Este (Chaparral),6,6,Cistus_salviifolius,6-6 Cistus_salviifolius,March,5,5,1,NA,NA,NA,0.6821883793899137,NA,1,5,NA,NA,NA
Pinar Villamanrique Este (Chaparral),6,6,Cistus_salviifolius,6-6 Cistus_salviifolius,April,10,9,0.9,18,9,8,0.999999999820048,2,2,104,3,1,2
Pinar Villamanrique Este (Chaparral),6,8,Cistus_salviifolius,6-8 Cistus_salviifolius,March,5,4,0.8,3,6,6,0.7163432449666718,1,1,5,1,NA,1
Pinar Villamanrique Este (Chaparral),7,1,Cistus_crispus,7-1 Cistus_crispus,April,5,5,1,76,16,0,0.8683644987316769,2,2,37,17,NA,3
Pinar Villamanrique Este (Chaparral),7,1,Cistus_crispus,7-1 Cistus_crispus,May,11,11,1,45,36,0,0.956578159131977,3,1,30,13,NA,4
Pinar Villamanrique Este (Chaparral),7,8,Cistus_salviifolius,7-8 Cistus_salviifolius,March,3,0,0,NA,NA,NA,0.7895267209223081,NA,1,3,NA,NA,NA
Pinar Villamanrique Este (Chaparral),7,8,Cistus_salviifolius,7-8 Cistus_salviifolius,April,10,8,0.8,30,20,5,0.9999999999241408,3,1,91,5,1,3
Pinar Villamanrique Este (Chaparral),7,9,Cistus_ladanifer,7-9 Cistus_ladanifer,March,5,1,0.2,36,14,9,0.8108127131747261,3,2,22,7,NA,4
Pinar Villamanrique Este (Chaparral),7,9,Cistus_ladanifer,7-9 Cistus_ladanifer,April,20,15,0.75,39,5,10,0.999807982797318,2,2,68,12,1,4
Pinar Villamanrique Este (Chaparral),7,9,Cistus_salviifolius,7-9 Cistus_salviifolius,March,5,4,0.8,3,6,6,0.515623600962507,1,2,22,1,NA,1
Pinar Villamanrique Este (Chaparral),7,9,Cistus_salviifolius,7-9 Cistus_salviifolius,April,10,9,0.9,5,5,5,0.9999390554085819,1,2,68,1,1,1
Pinar Villamanrique Este (Chaparral),7,10,Cistus_ladanifer,7-10 Cistus_ladanifer,April,1,1,1,NA,NA,NA,0.818085797371587,NA,1,1,NA,NA,NA
Pinar Villamanrique Este (Chaparral),8,3,Cistus_ladanifer,8-3 Cistus_ladanifer,March,4,3,0.75,21,6,0,0.4908003140088351,2,2,6,6,NA,2
Pinar Villamanrique Este (Chaparral),8,3,Cistus_salviifolius,8-3 Cistus_salviifolius,April,15,9,0.6,NA,NA,NA,0.9999999994252915,NA,1,27,NA,NA,NA
Pinar Villamanrique Este (Chaparral),9,5,Cistus_crispus,9-5 Cistus_crispus,April,5,1,0.2,36,0,0,0.5058798112977061,2,2,22,7,NA,2
Pinar Villamanrique Este (Chaparral),9,5,Cistus_crispus,9-5 Cistus_crispus,May,6,6,1,30,3,0,0.5815508529024193,1,1,11,9,NA,1
Pinar Villamanrique Este (Chaparral),9,6,Cistus_salviifolius,9-6 Cistus_salviifolius,March,5,4,0.8,36,6,15,0.9369853799796559,2,2,4,11,4,3
Pinar Villamanrique Este (Chaparral),9,6,Cistus_salviifolius,9-6 Cistus_salviifolius,April,5,4,0.8,5,15,0,0.9999812675865813,1,1,13,1,NA,1
Pinar Villamanrique Este (Chaparral),10,2,Cistus_ladanifer,10-2 Cistus_ladanifer,March,10,2,0.2,309,12,0,0.5675296095417518,8,1,37,65,NA,12
Pinar Villamanrique Este (Chaparral),10,6,Cistus_ladanifer,10-6 Cistus_ladanifer,March,8,1,0.125,66,9,6,0.9142154005283872,2,1,17,22,3,3
Pinar Villamanrique Este (Chaparral),10,8,Cistus_ladanifer,10-8 Cistus_ladanifer,March,5,3,0.6,65,22,12,0.9319675092727441,4,1,11,16,NA,3
Pinar Villamanrique Este (Chaparral),10,8,Cistus_ladanifer,10-8 Cistus_ladanifer,April,2,0,0,2,1,0,0.8179890423372226,1,1,4,1,NA,1
Pinar Villamanrique Este (Chaparral),10,9,Cistus_ladanifer,10-9 Cistus_ladanifer,March,5,0,0,28,9,0,0.9027201453008429,1,1,32,8,NA,1
Pinar Villamanrique Este (Chaparral),10,9,Cistus_ladanifer,10-9 Cistus_ladanifer,April,5,4,0.8,4,3,0,0.8180857464655896,2,1,5,4,NA,2
Pinar Villamanrique Este (Chaparral),10,10,Cistus_ladanifer,10-10 Cistus_ladanifer,March,5,0,0,9,3,0,0.8427958503622734,1,1,15,3,NA,1
Pinar Villamanrique Sur,1,1,Cistus_salviifolius,1-1 Cistus_salviifolius,April,5,5,1,14,2,0,0.24232865289225566,1,2,72,7,NA,1
Pinar Villamanrique Sur,1,2,Cistus_salviifolius,1-2 Cistus_salviifolius,March,5,0,0,NA,NA,NA,0.22020075937749534,NA,1,11,NA,NA,NA
Pinar Villamanrique Sur,1,3,Cistus_salviifolius,1-3 Cistus_salviifolius,March,5,5,1,5,10,0,0.23210529264189506,1,1,9,1,NA,1
Pinar Villamanrique Sur,1,6,Cistus_salviifolius,1-6 Cistus_salviifolius,March,10,10,1,334,26,5,0.15228155789237344,6,1,45,74,1,9
Pinar Villamanrique Sur,1,6,Cistus_salviifolius,1-6 Cistus_salviifolius,April,5,5,1,180,20,0,0.6453200715976405,1,1,41,35,NA,1
Pinar Villamanrique Sur,1,9,Halimium_halimifolium,1-9 Halimium_halimifolium,April,30,16,0.5333333333333333,NA,NA,NA,1,NA,1,56,NA,NA,NA
Pinar Villamanrique Sur,1,9,Halimium_halimifolium,1-9 Halimium_halimifolium,May,25,1,0.04,NA,NA,NA,NA,NA,1,117,NA,NA,NA
Pinar Villamanrique Sur,1,10,Cistus_salviifolius,1-10 Cistus_salviifolius,April,1,1,1,NA,NA,NA,0.38262750677205937,NA,1,29,NA,NA,NA
Pinar Villamanrique Sur,2,3,Cistus_salviifolius,2-3 Cistus_salviifolius,March,10,8,0.8,20,10,0,0.2636581361876148,1,1,28,4,NA,1
Pinar Villamanrique Sur,2,9,Cistus_salviifolius,2-9 Cistus_salviifolius,March,5,5,1,95,22,0,0.23790247946708953,3,1,27,19,NA,3
Pinar Villamanrique Sur,2,9,Cistus_salviifolius,2-9 Cistus_salviifolius,April,1,0,0,15,10,0,0.5115942612412344,1,1,49,3,NA,1
Pinar Villamanrique Sur,2,10,Cistus_salviifolius,2-10 Cistus_salviifolius,April,2,1,0.5,10,10,0,0.4312429677016499,1,1,53,1,NA,1
Pinar Villamanrique Sur,3,1,Halimium_halimifolium,3-1 Halimium_halimifolium,April,21,4,0.19047619047619047,44,0,0,0.9999999999779418,1,2,29,10,NA,1
Pinar Villamanrique Sur,3,1,Halimium_halimifolium,3-1 Halimium_halimifolium,May,43,1,0.023255813953488372,NA,NA,NA,NA,NA,1,119,NA,NA,NA
Pinar Villamanrique Sur,3,4,Cistus_salviifolius,3-4 Cistus_salviifolius,April,5,5,1,NA,NA,NA,0.7061509202248271,NA,1,42,NA,NA,NA
Pinar Villamanrique Sur,3,5,Cistus_crispus,3-5 Cistus_crispus,May,1,0,0,12,20,0,0.2541618375960044,1,1,7,2,NA,2
Pinar Villamanrique Sur,3,6,Cistus_crispus,3-6 Cistus_crispus,May,10,8,0.8,9,18,0,0.38585540077717667,1,1,15,3,NA,1
Pinar Villamanrique Sur,3,7,Cistus_salviifolius,3-7 Cistus_salviifolius,March,9,8,0.8888888888888888,24,16,0,0.23264259232286763,2,1,26,6,NA,2
Pinar Villamanrique Sur,3,9,Cistus_salviifolius,3-9 Cistus_salviifolius,March,5,5,1,74,23,0,0.25233034187385806,3,1,6,13,NA,4
Pinar Villamanrique Sur,3,10,Cistus_salviifolius,3-10 Cistus_salviifolius,March,10,10,1,127,15,5,0.21305798637748,3,1,34,29,1,3
Pinar Villamanrique Sur,3,10,Cistus_salviifolius,3-10 Cistus_salviifolius,April,5,5,1,33,17,0,0.45779701827557684,2,1,62,8,NA,3
Pinar Villamanrique Sur,4,3,Cistus_salviifolius,4-3 Cistus_salviifolius,March,5,5,1,NA,NA,NA,0.18391413425445235,NA,1,6,NA,NA,NA
Pinar Villamanrique Sur,4,6,Cistus_crispus,4-6 Cistus_crispus,May,1,0,0,30,41,0,0.34028063285947274,2,1,13,8,NA,4
Pinar Villamanrique Sur,4,9,Cistus_salviifolius,4-9 Cistus_salviifolius,March,5,5,1,119,38,5,0.10834661170422052,5,2,19,21,NA,5
Pinar Villamanrique Sur,4,9,Cistus_salviifolius,4-9 Cistus_salviifolius,April,10,9,0.9,37,24,0,0.5427251440241402,2,1,45,13,NA,4
Pinar Villamanrique Sur,5,1,Cistus_salviifolius,5-1 Cistus_salviifolius,April,5,5,1,51,7,0,0.255783529573367,3,2,79,13,NA,3
Pinar Villamanrique Sur,5,2,Cistus_salviifolius,5-2 Cistus_salviifolius,March,5,5,1,4,12,0,0.07975825946104416,1,2,18,1,NA,1
Pinar Villamanrique Sur,5,4,Cistus_crispus,5-4 Cistus_crispus,April,5,5,1,24,28,0,0.4780707598649817,2,1,23,6,NA,2
Pinar Villamanrique Sur,5,4,Cistus_crispus,5-4 Cistus_crispus,May,21,12,0.5714285714285714,247,139,0,0.9529868048697959,6,1,133,69,NA,12
Pinar Villamanrique Sur,5,8,Cistus_salviifolius,5-8 Cistus_salviifolius,March,2,2,1,NA,NA,NA,0.18815362861618845,NA,1,22,NA,NA,NA
Pinar Villamanrique Sur,5,8,Cistus_salviifolius,5-8 Cistus_salviifolius,April,10,8,0.8,4,6,0,0.6182572629250894,1,1,27,1,NA,1
Pinar Villamanrique Sur,6,3,Cistus_salviifolius,6-3 Cistus_salviifolius,March,5,5,1,12,12,0,0.07789106495775035,1,2,10,3,NA,1
Pinar Villamanrique Sur,6,3,Cistus_salviifolius,6-3 Cistus_salviifolius,April,5,5,1,190,35,0,0.6319574597781243,1,1,37,36,NA,3
Pinar Villamanrique Sur,6,6,Cistus_crispus,6-6 Cistus_crispus,April,5,4,0.8,36,32,0,0.47884754491409487,3,1,6,9,NA,3
Pinar Villamanrique Sur,6,6,Cistus_crispus,6-6 Cistus_crispus,May,17,8,0.47058823529411764,412,123,0,0.8565822008042229,6,1,97,122,NA,12
Pinar Villamanrique Sur,7,9,Cistus_crispus,7-9 Cistus_crispus,April,2,2,1,NA,NA,NA,0.1962021215455657,NA,2,43,NA,NA,NA
Pinar Villamanrique Sur,7,9,Cistus_salviifolius,7-9 Cistus_salviifolius,March,5,4,0.8,35,20,0,0.155315051266567,2,1,53,7,NA,2
Pinar Villamanrique Sur,7,9,Cistus_salviifolius,7-9 Cistus_salviifolius,April,5,4,0.8,NA,NA,NA,0.14064048836726395,NA,2,43,NA,NA,NA
Pinar Villamanrique Sur,7,10,Cistus_crispus,7-10 Cistus_crispus,April,5,4,0.8,NA,NA,NA,0.46222597566809215,NA,1,5,NA,NA,NA
Pinar Villamanrique Sur,8,2,Cistus_salviifolius,8-2 Cistus_salviifolius,April,20,19,0.95,265,85,0,0.4652900131195289,3,1,91,63,NA,9
Pinar Villamanrique Sur,8,3,Cistus_salviifolius,8-3 Cistus_salviifolius,March,5,5,1,124,40,0,0.14594137101168683,2,1,14,30,NA,4
Pinar Villamanrique Sur,8,3,Cistus_salviifolius,8-3 Cistus_salviifolius,April,5,5,1,89,46,0,0.470593845592647,3,1,9,18,NA,4
Pinar Villamanrique Sur,8,5,Cistus_salviifolius,8-5 Cistus_salviifolius,April,5,5,1,2,6,0,0.5060039234679333,1,1,18,NA,NA,NA
Pinar Villamanrique Sur,8,8,Cistus_crispus,8-8 Cistus_crispus,April,17,16,0.9411764705882353,216,100,0,0.532813189043499,6,1,55,52,NA,10
Pinar Villamanrique Sur,8,8,Cistus_crispus,8-8 Cistus_crispus,May,13,9,0.6923076923076923,15,36,0,0.7252170526484795,2,1,77,5,NA,2
Pinar Villamanrique Sur,8,9,Cistus_crispus,8-9 Cistus_crispus,April,5,4,0.8,136,76,0,0.4776393454419939,3,1,11,32,NA,5
Pinar Villamanrique Sur,8,9,Cistus_crispus,8-9 Cistus_crispus,May,5,4,0.8,57,21,0,0.4957500796565584,2,1,24,17,NA,3
Pinar Villamanrique Sur,8,10,Cistus_crispus,8-10 Cistus_crispus,April,10,8,0.8,20,20,0,0.46763197005788937,1,1,12,5,NA,1
Pinar Villamanrique Sur,8,10,Cistus_crispus,8-10 Cistus_crispus,May,10,4,0.4,15,6,0,0.5837619758200266,1,1,39,5,NA,1
Pinar Villamanrique Sur,9,2,Cistus_crispus,9-2 Cistus_crispus,May,7,6,0.8571428571428571,NA,NA,NA,0.2719205272217409,NA,1,2,NA,NA,NA
Pinar Villamanrique Sur,9,2,Cistus_salviifolius,9-2 Cistus_salviifolius,April,10,9,0.9,171,88,0,0.22808303907682453,3,2,31,35,NA,8
Pinar Villamanrique Sur,9,7,Cistus_crispus,9-7 Cistus_crispus,April,6,6,1,12,20,0,0.19889274477315355,1,2,49,3,NA,1
Pinar Villamanrique Sur,9,7,Cistus_crispus,9-7 Cistus_crispus,May,7,7,1,30,9,0,0.5492915582959307,1,1,32,10,NA,1
Pinar Villamanrique Sur,9,7,Cistus_salviifolius,9-7 Cistus_salviifolius,March,5,4,0.8,16,24,0,0.11514181741895725,1,1,14,4,NA,2
Pinar Villamanrique Sur,9,7,Cistus_salviifolius,9-7 Cistus_salviifolius,April,15,11,0.7333333333333333,25,0,0,0.13051888740539194,1,2,49,4,NA,1
Pinar Villamanrique Sur,9,8,Cistus_salviifolius,9-8 Cistus_salviifolius,March,5,5,1,12,24,0,0.13997100390575004,1,1,40,3,NA,2
Pinar Villamanrique Sur,9,8,Cistus_salviifolius,9-8 Cistus_salviifolius,April,10,9,0.9,45,0,0,0.11868602235189646,1,2,110,8,NA,1
Pinar Villamanrique Sur,9,10,Cistus_salviifolius,9-10 Cistus_salviifolius,March,5,5,1,36,0,0,0.09857175412274076,1,1,50,8,NA,1
Pinar Villamanrique Sur,9,10,Cistus_salviifolius,9-10 Cistus_salviifolius,April,3,3,1,NA,NA,NA,0.19896069863102492,NA,1,9,NA,NA,NA
Pinar Villamanrique Sur,10,8,Cistus_crispus,10-8 Cistus_crispus,May,3,0,0,NA,NA,NA,0.32006482488574983,NA,1,6,NA,NA,NA
