Year,Bosque,Periodo,Planta,X,Y,poll_richness,prob_consp_step
2021,2,1,Taraxacum_sp,17,12,1,0.9083156964250768
2021,2,1,Taraxacum_sp,17,13,1,0.676091901962428
2021,2,1,Taraxacum_sp,17,14,1,0.728903804111883
2021,2,1,Taraxacum_sp,17,19,1,0.3091120650088329
2021,2,1,Taraxacum_sp,18,14,1,0.9478885421646221
2021,2,1,Taraxacum_sp,18,19,1,0.29141749922695714
2021,2,1,Taraxacum_sp,21,19,1,0.3773359634468305
2021,2,1,Taraxacum_sp,23,14,1,0.8363139001640563
2021,2,2,Bellis_perennis,0,4,1,0.8101987777442992
2021,2,2,Bellis_perennis,1,4,1,0.8048096748477606
2021,2,2,Bellis_perennis,1,7,1,0.6913230896131357
2021,2,2,Bellis_perennis,6,1,1,0.7372792057104013
2021,2,2,Bellis_perennis,6,4,2,0.8399426933282794
2021,2,2,Bellis_perennis,6,5,1,0.3391607941358245
2021,2,2,Bellis_perennis,6,6,1,0.8612424233220226
2021,2,2,Bellis_perennis,6,7,1,0.4627876866446441
2021,2,2,Bellis_perennis,7,2,1,0.8187770010189075
2021,2,2,Bellis_perennis,7,4,2,0.6697190238757811
2021,2,2,Bellis_perennis,7,6,1,0.7938290325704882
2021,2,2,Bellis_perennis,7,7,2,0.5959303260667349
2021,2,2,Bellis_perennis,8,2,1,0.8222958660996474
2021,2,2,Bellis_perennis,8,3,1,0.8395560430904345
2021,2,2,Bellis_perennis,8,4,1,0.8719919213996159
2021,2,2,Bellis_perennis,8,7,1,0.6915974796078491
2021,2,2,Bellis_perennis,9,4,1,0.7552905581659475
2021,2,2,Bellis_perennis,10,5,1,0.4844221192217893
2021,2,2,Bellis_perennis,11,6,1,0.7151314430182681
2021,2,2,Bellis_perennis,12,6,1,0.6330448619704004
2021,2,2,Bellis_perennis,13,5,1,0.3811558090488013
2021,2,2,Bellis_perennis,15,7,1,0.519775451604487
2021,2,2,Bellis_perennis,16,2,1,0.7862844442675493
2021,2,2,Bellis_perennis,18,5,1,0.8352522803721262
2021,2,2,Bellis_perennis,18,6,2,0.7023905024222346
2021,2,2,Bellis_perennis,19,6,2,0.8546482111576486
2021,2,2,Bellis_perennis,20,7,1,0.6333272294660891
2021,2,2,Bellis_perennis,22,7,1,0.4146951412297536
2021,2,2,Ranunculus_repens,5,6,1,0.38275692643480014
2021,2,2,Ranunculus_repens,21,7,1,0.6541435054769912
2021,2,2,Taraxacum_sp,2,1,1,0.2627925526717333
2021,2,2,Taraxacum_sp,3,1,1,0.4481995030594795
2021,2,2,Taraxacum_sp,4,16,1,0.48081755240122925
2021,2,2,Taraxacum_sp,5,6,1,0.45693045762311457
2021,2,2,Taraxacum_sp,6,2,2,0.9892921045126423
2021,2,2,Taraxacum_sp,6,4,1,0.8050760590836508
2021,2,2,Taraxacum_sp,7,2,1,0.924831674467776
2021,2,2,Taraxacum_sp,7,5,1,0.9071320009679448
2021,2,2,Taraxacum_sp,7,6,1,0.6614079321114843
2021,2,2,Taraxacum_sp,8,1,1,0.6546916675740634
2021,2,2,Taraxacum_sp,8,5,1,0.562023238210352
2021,2,2,Taraxacum_sp,8,6,1,0.33372637378147757
2021,2,2,Taraxacum_sp,9,1,1,0.2700014742444696
2021,2,2,Taraxacum_sp,9,4,1,0.6440527931881315
2021,2,2,Taraxacum_sp,9,5,1,0.37345532735461157
2021,2,2,Taraxacum_sp,9,6,1,0.2155390850984837
2021,2,2,Taraxacum_sp,10,3,1,0.5278095195700349
2021,2,2,Taraxacum_sp,10,5,1,0.6996731892512225
2021,2,2,Taraxacum_sp,11,5,1,0.8517526369805742
2021,2,2,Taraxacum_sp,12,4,1,0.44656789595998786
2021,2,2,Taraxacum_sp,13,3,1,0.45277791683409085
2021,2,2,Taraxacum_sp,13,4,1,0.5225054163602214
2021,2,2,Taraxacum_sp,14,4,2,0.5627608311152423
2021,2,2,Taraxacum_sp,14,5,2,0.3602229009874035
2021,2,2,Taraxacum_sp,15,15,1,0.3344907544979194
2021,2,2,Taraxacum_sp,16,2,1,0.6934989202521818
2021,2,2,Taraxacum_sp,16,5,1,0.7650018447167075
2021,2,2,Taraxacum_sp,16,6,1,0.3603040628869895
2021,2,2,Taraxacum_sp,17,1,1,0.3243027966541311
2021,2,2,Taraxacum_sp,18,3,1,0.5197758866141595
2021,2,2,Taraxacum_sp,18,4,1,0.1756485102525326
2021,2,2,Taraxacum_sp,19,4,1,0.8087964266986641
2021,2,2,Taraxacum_sp,20,2,1,0.16746683487933597
2021,2,2,Taraxacum_sp,21,6,1,0.8405073305151672
2021,2,2,Taraxacum_sp,22,4,1,0.6135281316801041
2021,2,2,Vicia_pyrenaica,2,16,1,0.8759812145926337
2021,2,3,Ajuga_reptans,13,21,1,0.801708349723711
2021,2,3,Ajuga_reptans,13,22,1,0.7056398128166342
2021,2,3,Ajuga_reptans,14,23,1,0.930991276427339
2021,2,3,Ajuga_reptans,16,2,1,0.16159474442380758
2021,2,3,Ajuga_reptans,17,2,1,0.1838474224544765
2021,2,3,Bellis_perennis,0,24,1,0.49273928989454435
2021,2,3,Bellis_perennis,1,21,1,0.6019485975605737
2021,2,3,Bellis_perennis,1,22,2,0.9056878386761202
2021,2,3,Bellis_perennis,1,24,1,0.8056248506001196
2021,2,3,Bellis_perennis,3,23,1,0.7039549621202933
2021,2,3,Bellis_perennis,8,21,1,0.5539157737067771
2021,2,3,Hutchinsia_alpina,4,22,1,0.6078894843542454
2021,2,3,Hutchinsia_alpina,5,23,1,0.944343253849934
2021,2,3,Hutchinsia_alpina,6,23,1,0.8925131103167763
2021,2,3,Hutchinsia_alpina,8,21,1,0.47338791936684477
2021,2,3,Hutchinsia_alpina,8,23,1,0.8008237659253318
2021,2,3,Hutchinsia_alpina,10,23,1,0.977040484656264
2021,2,3,Hutchinsia_alpina,11,23,1,0.9535826105116745
2021,2,3,Myosotis_lamottiana,12,22,1,0.8417614231731823
2021,2,3,Myosotis_lamottiana,12,23,1,0.8876797501098164
2021,2,3,Myosotis_lamottiana,13,23,2,0.9560912523719719
2021,2,3,Myosotis_lamottiana,14,22,3,0.7496943925228358
2021,2,3,Myosotis_lamottiana,14,23,3,0.9436047095771358
2021,2,3,Myosotis_lamottiana,15,23,1,0.2615731771752834
2021,2,3,Myosotis_lamottiana,16,22,1,0.8302744352119639
2021,2,3,Myosotis_lamottiana,17,23,1,0.8404075282389312
2021,2,3,Myosotis_lamottiana,18,23,1,0.9126530249286487
2021,2,3,Myosotis_lamottiana,21,23,1,0.5344786028369162
2021,2,3,Myosotis_lamottiana,22,23,1,0.5838669580674918
2021,2,3,Ranunculus_repens,1,21,1,0.5384291249090013
2021,2,3,Ranunculus_repens,10,24,1,0.04420915219591635
2021,2,3,Ranunculus_repens,11,24,1,0.08974386512028212
2021,2,3,Ranunculus_repens,12,23,1,0.866604273986921
2021,2,3,Ranunculus_repens,13,23,1,0.9572937645838733
2021,2,3,Ranunculus_repens,14,23,1,0.9435194928851355
2021,2,3,Ranunculus_repens,14,24,1,0.11294209282783385
2021,2,3,Ranunculus_repens,15,24,1,0.29550928103614127
2021,2,3,Vicia_pyrenaica,0,2,1,0.1849396374983858
2021,2,3,Vicia_pyrenaica,1,2,1,0.4252076936726365
2021,2,3,Vicia_pyrenaica,1,22,2,0.8217338864194145
2021,2,3,Vicia_pyrenaica,2,2,1,0.318098556990477
2021,2,3,Vicia_pyrenaica,2,22,2,0.30642290867908295
2021,2,3,Vicia_pyrenaica,3,2,1,0.4477270303636496
2021,2,3,Vicia_pyrenaica,3,21,1,0.3342769885541156
2021,2,3,Vicia_pyrenaica,3,23,1,0.6022638704054544
2021,2,3,Vicia_pyrenaica,4,2,1,0.44875519917397344
2021,2,3,Vicia_pyrenaica,4,22,1,0.6146827195379196
2021,2,3,Vicia_pyrenaica,4,23,1,0.7418369056090872
2021,2,3,Vicia_pyrenaica,5,22,1,0.6817933479679095
2021,2,3,Vicia_pyrenaica,5,23,1,0.9494964516902004
2021,2,3,Vicia_pyrenaica,6,22,1,0.41143654564314863
2021,2,3,Vicia_pyrenaica,6,23,2,0.8844019933014423
2021,2,3,Vicia_pyrenaica,7,22,1,0.10586128045105918
2021,2,3,Vicia_pyrenaica,7,23,1,0.8701072461698147
2021,2,3,Vicia_pyrenaica,8,23,1,0.7988405842028717
2021,2,3,Vicia_pyrenaica,9,21,1,0.5011951846642717
2021,2,3,Vicia_pyrenaica,9,23,1,0.5161439223408953
2021,2,3,Vicia_pyrenaica,10,23,1,0.9791663655967282
2021,2,3,Vicia_pyrenaica,13,21,1,0.8059106786747884
2021,2,3,Vicia_pyrenaica,14,21,1,0.7868415234190528
2021,2,3,Vicia_pyrenaica,14,22,1,0.7047240077128788
2021,3,1,Lathyrus_linifolius,0,2,1,0.7670207639816938
2021,3,1,Lathyrus_linifolius,0,7,1,0.6137066707011181
2021,3,1,Lathyrus_linifolius,0,9,1,0.6972539035697928
2021,3,1,Lathyrus_linifolius,0,14,1,0.626884701573753
2021,3,1,Lathyrus_linifolius,0,17,1,0.7211134231675103
2021,3,1,Lathyrus_linifolius,1,13,1,0.6477793433582208
2021,3,1,Lathyrus_linifolius,1,15,1,0.6435523549554625
2021,3,1,Lathyrus_linifolius,1,16,1,0.6661894283930204
2021,3,1,Lathyrus_linifolius,2,2,2,0.6954315965889174
2021,3,1,Lathyrus_linifolius,2,13,1,0.5975156869117039
2021,3,1,Lathyrus_linifolius,2,22,2,0.7020557750761773
2021,3,1,Lathyrus_linifolius,3,1,1,0.8453394110376453
2021,3,1,Lathyrus_linifolius,3,15,1,0.6357963106538613
2021,3,1,Lathyrus_linifolius,5,15,1,0.7048412728219725
2021,3,1,Lathyrus_linifolius,7,9,1,0.7495957039303522
2021,3,1,Lathyrus_linifolius,7,15,1,0.6238826768395761
2021,3,1,Lathyrus_linifolius,8,2,1,0.753732698645813
2021,3,1,Lathyrus_linifolius,9,9,1,0.6848790533662343
2021,3,1,Lathyrus_linifolius,10,9,2,0.6201464225333947
2021,3,1,Lathyrus_linifolius,11,4,1,0.9274427466292648
2021,3,1,Lathyrus_linifolius,12,12,1,0.6385523570478593
2021,3,1,Lathyrus_linifolius,13,12,1,0.7564477389181583
2021,3,1,Lathyrus_linifolius,13,16,1,0.8273464966565367
2021,3,1,Lathyrus_linifolius,13,22,1,0.6986686911804924
2021,3,1,Lathyrus_linifolius,14,24,1,0.7292853037080699
2021,3,1,Lathyrus_linifolius,16,12,1,0.8975802766114657
2021,3,1,Lathyrus_linifolius,21,2,1,0.9757782381140656
2021,3,1,Lathyrus_linifolius,21,21,1,0.6541827439670715
2021,3,1,Lathyrus_linifolius,21,22,1,0.643291345837083
2021,3,1,Lathyrus_linifolius,22,2,2,0.9841918427314144
2021,3,1,Lathyrus_linifolius,22,21,1,0.7621508577908469
2021,3,1,Pedicularis_sylvatica,21,2,2,0.844053614296475
2021,3,1,Potentilla_erecta,17,1,1,0.9630453786832139
2021,3,1,Potentilla_erecta,21,4,1,0.8154142710258098
2021,3,2,Hippocrepis_comosa,13,4,1,0.8013236039998757
2021,3,2,Hippocrepis_comosa,18,4,1,0.8487661116513658
2021,3,2,Hippocrepis_comosa,18,5,1,0.9481665838815967
2021,3,2,Hippocrepis_comosa,20,2,2,0.6348419005767051
2021,3,2,Hippocrepis_comosa,20,5,1,0.6589025613235439
2021,3,2,Hippocrepis_comosa,21,1,1,0.9926241107269349
2021,3,2,Hippocrepis_comosa,21,2,1,0.9086020690055575
2021,3,2,Hippocrepis_comosa,21,5,1,0.6856877486653851
2021,3,2,Hippocrepis_comosa,22,5,1,0.6790904240585679
2021,3,2,Lathyrus_linifolius,9,17,1,0.7325700820024091
2021,3,2,Lathyrus_linifolius,12,16,1,0.6277727194948948
2021,3,2,Lathyrus_linifolius,14,9,1,0.6811228932189906
2021,3,2,Pedicularis_sylvatica,13,1,1,0.525544640619937
2021,3,2,Pedicularis_sylvatica,16,1,1,0.5837516204219896
2021,3,2,Pedicularis_sylvatica,17,4,1,0.6696957708967138
2021,3,2,Pedicularis_sylvatica,20,5,1,0.8515851625016613
2021,3,2,Pedicularis_sylvatica,21,1,1,0.9935806192948623
2021,3,2,Pedicularis_sylvatica,21,4,1,0.8831668040084016
2021,3,2,Pedicularis_sylvatica,22,1,1,0.9303621192819806
2021,3,2,Pedicularis_sylvatica,22,2,1,0.9774057456181601
2021,3,2,Pedicularis_sylvatica,23,3,1,0.5439973447893106
2021,3,2,Pilosella_officinarum,17,17,1,0.6552484469171962
2021,3,2,Pilosella_officinarum,18,17,1,0.4495437005487117
2021,3,2,Pilosella_officinarum,21,2,1,0.9532306287723953
2021,3,2,Pilosella_officinarum,21,11,1,0.6945700877170796
2021,3,2,Pilosella_officinarum,23,12,1,0.4773325106512649
2021,3,2,Polygala_vulgaris,18,15,1,0.5233293991136018
2021,3,2,Potentilla_erecta,1,4,1,0.6893483920851248
2021,3,2,Potentilla_erecta,2,7,1,0.6789526901363556
2021,3,2,Potentilla_erecta,8,9,1,0.7116063166440889
2021,3,2,Potentilla_erecta,14,23,1,0.7288818965487387
2021,3,2,Potentilla_erecta,17,14,1,0.5297847715814928
2021,3,2,Potentilla_erecta,18,12,1,0.7707419828966264
2021,3,2,Potentilla_erecta,18,13,1,0.6037463432364456
2021,3,2,Potentilla_erecta,18,15,1,0.5967889024027949
2021,3,2,Potentilla_erecta,19,3,1,0.8227860645671338
2021,3,2,Potentilla_erecta,20,16,1,0.7884395031077542
2021,3,2,Potentilla_erecta,21,12,1,0.7496994846459653
2021,3,2,Ranunculus_repens,8,9,1,0.8544092433937305
2021,3,2,Ranunculus_repens,11,3,1,0.7271822035935495
2021,3,2,Ranunculus_repens,11,21,1,0.7517310960881185
2021,3,2,Ranunculus_repens,12,3,1,0.8810288558084243
2021,3,2,Ranunculus_repens,13,3,1,0.5955301912646678
2021,3,2,Ranunculus_repens,14,23,1,0.7773985772061603
2021,3,2,Ranunculus_repens,20,3,1,0.781967806974733
2021,3,2,Ranunculus_repens,21,22,1,0.9287849764823396
2021,3,3,Hippocrepis_comosa,20,2,1,0.48530043615522356
2021,3,3,Lotus_corniculatus,7,8,1,0.4912985648615529
2021,3,3,Lotus_corniculatus,8,7,1,0.610810727768855
2021,3,3,Lotus_corniculatus,16,16,1,0.9588463506576987
2021,3,3,Pilosella_officinarum,11,3,1,0.3368117177722937
2021,3,3,Pilosella_officinarum,12,3,1,0.4645818467820821
2021,3,3,Pilosella_officinarum,17,4,1,0.5488653511232446
2021,3,3,Pilosella_officinarum,18,4,1,0.8589051616987173
2021,3,3,Pilosella_officinarum,18,5,1,0.9299595535222533
2021,3,3,Potentilla_erecta,4,4,1,0.5711299321862728
2021,3,3,Ranunculus_repens,5,4,1,0.6190472029554311
2021,4,2,Potentilla_erecta,4,4,1,0.3823415270082004
2021,4,2,Potentilla_erecta,7,8,1,0.4203392203448766
2021,4,2,Potentilla_erecta,9,1,1,0.3460875693950417
2021,4,2,Potentilla_erecta,9,8,1,0.5106444674165936
2021,4,2,Potentilla_erecta,10,4,1,0.4690918969623805
2021,4,2,Potentilla_erecta,13,3,1,0.39650037044098096
2021,4,2,Potentilla_erecta,13,4,1,0.49812686728247707
2021,4,2,Potentilla_erecta,15,4,1,0.3781621626969043
2021,4,2,Potentilla_erecta,15,14,1,0.5045651594591124
2021,4,2,Potentilla_erecta,17,4,1,0.4830560434548068
2021,4,2,Potentilla_erecta,21,1,1,0.3494591449991767
2021,4,2,Potentilla_erecta,23,16,1,0.4502532333646563
2021,4,3,Potentilla_erecta,0,2,1,0.31716089630816946
2021,4,3,Potentilla_erecta,0,6,1,0.43042739014842313
2021,4,3,Potentilla_erecta,1,1,1,0.27013688012548914
2021,4,3,Potentilla_erecta,8,4,1,0.44634903604243764
2021,4,3,Potentilla_erecta,9,5,1,0.5742019936422689
2021,4,3,Potentilla_erecta,10,3,1,0.45009141629115546
2021,4,3,Potentilla_erecta,10,5,1,0.5133195707174434
2021,4,3,Potentilla_erecta,11,5,2,0.5395887899963163
2021,4,3,Potentilla_erecta,13,5,1,0.38147882254317367
2021,4,3,Potentilla_erecta,15,3,1,0.09508259490401991
2021,4,3,Potentilla_erecta,16,2,1,0.3897794748105236
2021,4,3,Potentilla_erecta,16,3,1,0.16044211089499075
2021,4,3,Potentilla_erecta,17,3,1,0.2719855664713676
2021,4,3,Potentilla_erecta,17,4,1,0.3460960882213638
2021,4,3,Potentilla_erecta,18,2,1,0.35667056391218144
2021,4,3,Potentilla_erecta,18,4,2,0.3220546788662393
2021,4,3,Potentilla_erecta,19,1,1,0.4802144338770592
2021,4,3,Potentilla_erecta,19,2,1,0.45890177273084454
2021,4,3,Potentilla_erecta,19,3,1,0.45579054737350616
2021,4,3,Potentilla_erecta,19,4,1,0.42107556721206485
2021,4,3,Potentilla_erecta,19,5,1,0.5627790469638859
2021,4,3,Potentilla_erecta,20,1,1,0.38217315380574524
2021,4,3,Potentilla_erecta,20,3,1,0.34114810954216496
2021,4,3,Potentilla_erecta,21,4,2,0.270281982039109
2021,4,3,Potentilla_erecta,22,1,1,0.26774097166479643
2021,4,3,Potentilla_erecta,22,4,1,0.4425259520618795
2021,4,3,Potentilla_erecta,23,1,1,0.39090229358635953
2021,4,3,Potentilla_erecta,23,2,1,0.40109786135404063
2021,5,3,Potentilla_erecta,0,1,1,0.9827425610167292
2021,5,3,Potentilla_erecta,0,17,1,0.9993744318303276
2021,5,3,Potentilla_erecta,1,8,1,0.9776806865612505
2021,5,3,Potentilla_erecta,1,9,1,0.9848711930944576
2021,5,3,Potentilla_erecta,1,17,1,0.9840477389909454
2021,5,3,Potentilla_erecta,2,1,2,0.9999976993139273
2021,5,3,Potentilla_erecta,2,5,1,0.9640032704345638
2021,5,3,Potentilla_erecta,2,6,1,0.986475475009913
2021,5,3,Potentilla_erecta,2,9,1,0.9999954288645826
2021,5,3,Potentilla_erecta,2,14,2,0.989393034277615
2021,5,3,Potentilla_erecta,2,19,2,0.987431578441561
2021,5,3,Potentilla_erecta,3,1,1,0.9999985808123482
2021,5,3,Potentilla_erecta,3,5,1,0.9743754542921832
2021,5,3,Potentilla_erecta,3,6,1,0.9691555254664259
2021,5,3,Potentilla_erecta,3,8,1,0.9841780395968494
2021,5,3,Potentilla_erecta,3,9,1,0.9999998637338401
2021,5,3,Potentilla_erecta,3,11,1,0.9959566141036151
2021,5,3,Potentilla_erecta,3,12,1,0.9836376474159041
2021,5,3,Potentilla_erecta,3,13,1,0.9887984653121299
2021,5,3,Potentilla_erecta,3,18,2,0.9843133913069213
2021,5,3,Potentilla_erecta,4,1,1,0.9998694583858853
2021,5,3,Potentilla_erecta,4,5,1,0.9857943272135731
2021,5,3,Potentilla_erecta,4,6,1,0.9767887696982056
2021,5,3,Potentilla_erecta,4,7,1,0.9718682675796576
2021,5,3,Potentilla_erecta,4,11,2,0.9922475462934974
2021,5,3,Potentilla_erecta,4,12,2,0.9812028022130385
2021,5,3,Potentilla_erecta,4,15,1,0.9775331073686722
2021,5,3,Potentilla_erecta,5,13,1,0.967919979384998
2021,5,3,Potentilla_erecta,5,17,1,0.9810788091257577
2021,5,3,Potentilla_erecta,7,3,1,0.9994758559598896
2021,5,3,Potentilla_erecta,7,4,1,0.9885636868148532
2021,5,3,Potentilla_erecta,7,5,1,0.9999790660836496
2021,5,3,Potentilla_erecta,7,16,1,0.9805775662760555
2021,5,3,Potentilla_erecta,8,5,1,0.9943117762391676
2021,5,3,Potentilla_erecta,8,15,1,0.9718102679266103
2021,5,3,Potentilla_erecta,8,16,1,0.9882537939516632
2021,5,3,Potentilla_erecta,10,11,1,0.995587115100121
2021,5,3,Potentilla_erecta,11,3,1,0.9999989479399061
2021,5,3,Potentilla_erecta,12,3,1,0.9879287151413444
2021,5,3,Potentilla_erecta,12,6,1,0.9839181616637163
2021,5,3,Potentilla_erecta,12,7,1,0.9763455067997885
2021,5,3,Potentilla_erecta,18,17,1,0.9828681980975014
2021,5,3,Potentilla_erecta,19,18,1,0.9746928961031747
2021,5,3,Potentilla_erecta,19,19,1,0.9938845075524197
2021,5,3,Potentilla_erecta,20,8,1,0.971373550293039
